,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
46,"tensor(49.8411, grad_fn=<SelectBackward>)","tensor(66.3429, grad_fn=<SelectBackward>)","tensor(80.4342, grad_fn=<SelectBackward>)","tensor(90.0776, grad_fn=<SelectBackward>)","tensor(98.0269, grad_fn=<SelectBackward>)","tensor(103.9802, grad_fn=<SelectBackward>)","tensor(108.6933, grad_fn=<SelectBackward>)","tensor(112.3460, grad_fn=<SelectBackward>)","tensor(115.2125, grad_fn=<SelectBackward>)","tensor(117.4525, grad_fn=<SelectBackward>)","tensor(119.2073, grad_fn=<SelectBackward>)","tensor(120.5806, grad_fn=<SelectBackward>)","tensor(121.6557, grad_fn=<SelectBackward>)","tensor(122.4970, grad_fn=<SelectBackward>)","tensor(123.1553, grad_fn=<SelectBackward>)","tensor(123.6703, grad_fn=<SelectBackward>)","tensor(124.0731, grad_fn=<SelectBackward>)","tensor(124.3880, grad_fn=<SelectBackward>)","tensor(124.6343, grad_fn=<SelectBackward>)","tensor(124.8269, grad_fn=<SelectBackward>)","tensor(124.9774, grad_fn=<SelectBackward>)","tensor(125.0951, grad_fn=<SelectBackward>)","tensor(125.1870, grad_fn=<SelectBackward>)","tensor(125.2589, grad_fn=<SelectBackward>)","tensor(125.3151, grad_fn=<SelectBackward>)","tensor(125.3590, grad_fn=<SelectBackward>)","tensor(125.3933, grad_fn=<SelectBackward>)","tensor(125.4202, grad_fn=<SelectBackward>)","tensor(125.4411, grad_fn=<SelectBackward>)","tensor(125.4575, grad_fn=<SelectBackward>)"
47,"tensor(431.2001, grad_fn=<SelectBackward>)","tensor(621.4050, grad_fn=<SelectBackward>)","tensor(741.8372, grad_fn=<SelectBackward>)","tensor(840.2447, grad_fn=<SelectBackward>)","tensor(909.0414, grad_fn=<SelectBackward>)","tensor(963.2443, grad_fn=<SelectBackward>)","tensor(1004.1824, grad_fn=<SelectBackward>)","tensor(1036.1104, grad_fn=<SelectBackward>)","tensor(1060.7953, grad_fn=<SelectBackward>)","tensor(1080.0386, grad_fn=<SelectBackward>)","tensor(1095.0179, grad_fn=<SelectBackward>)","tensor(1106.7042, grad_fn=<SelectBackward>)","tensor(1115.8204, grad_fn=<SelectBackward>)","tensor(1122.9365, grad_fn=<SelectBackward>)","tensor(1128.4918, grad_fn=<SelectBackward>)","tensor(1132.8296, grad_fn=<SelectBackward>)","tensor(1136.2172, grad_fn=<SelectBackward>)","tensor(1138.8628, grad_fn=<SelectBackward>)","tensor(1140.9290, grad_fn=<SelectBackward>)","tensor(1142.5431, grad_fn=<SelectBackward>)","tensor(1143.8038, grad_fn=<SelectBackward>)","tensor(1144.7888, grad_fn=<SelectBackward>)","tensor(1145.5581, grad_fn=<SelectBackward>)","tensor(1146.1592, grad_fn=<SelectBackward>)","tensor(1146.6288, grad_fn=<SelectBackward>)","tensor(1146.9957, grad_fn=<SelectBackward>)","tensor(1147.2825, grad_fn=<SelectBackward>)","tensor(1147.5065, grad_fn=<SelectBackward>)","tensor(1147.6816, grad_fn=<SelectBackward>)","tensor(1147.8185, grad_fn=<SelectBackward>)"
48,"tensor(33.3698, grad_fn=<SelectBackward>)","tensor(65.4893, grad_fn=<SelectBackward>)","tensor(77.6348, grad_fn=<SelectBackward>)","tensor(90.9415, grad_fn=<SelectBackward>)","tensor(100.2243, grad_fn=<SelectBackward>)","tensor(107.6549, grad_fn=<SelectBackward>)","tensor(113.3084, grad_fn=<SelectBackward>)","tensor(117.7005, grad_fn=<SelectBackward>)","tensor(121.0955, grad_fn=<SelectBackward>)","tensor(123.7306, grad_fn=<SelectBackward>)","tensor(125.7768, grad_fn=<SelectBackward>)","tensor(127.3679, grad_fn=<SelectBackward>)","tensor(128.6059, grad_fn=<SelectBackward>)","tensor(129.5699, grad_fn=<SelectBackward>)","tensor(130.3210, grad_fn=<SelectBackward>)","tensor(130.9065, grad_fn=<SelectBackward>)","tensor(131.3630, grad_fn=<SelectBackward>)","tensor(131.7191, grad_fn=<SelectBackward>)","tensor(131.9969, grad_fn=<SelectBackward>)","tensor(132.2137, grad_fn=<SelectBackward>)","tensor(132.3829, grad_fn=<SelectBackward>)","tensor(132.5151, grad_fn=<SelectBackward>)","tensor(132.6182, grad_fn=<SelectBackward>)","tensor(132.6988, grad_fn=<SelectBackward>)","tensor(132.7617, grad_fn=<SelectBackward>)","tensor(132.8109, grad_fn=<SelectBackward>)","tensor(132.8493, grad_fn=<SelectBackward>)","tensor(132.8793, grad_fn=<SelectBackward>)","tensor(132.9027, grad_fn=<SelectBackward>)","tensor(132.9211, grad_fn=<SelectBackward>)"
49,"tensor(295.8290, grad_fn=<SelectBackward>)","tensor(386.6986, grad_fn=<SelectBackward>)","tensor(490.4871, grad_fn=<SelectBackward>)","tensor(563.6991, grad_fn=<SelectBackward>)","tensor(623.6405, grad_fn=<SelectBackward>)","tensor(669.2895, grad_fn=<SelectBackward>)","tensor(704.8765, grad_fn=<SelectBackward>)","tensor(732.3345, grad_fn=<SelectBackward>)","tensor(753.6172, grad_fn=<SelectBackward>)","tensor(770.1035, grad_fn=<SelectBackward>)","tensor(782.8948, grad_fn=<SelectBackward>)","tensor(792.8265, grad_fn=<SelectBackward>)","tensor(800.5456, grad_fn=<SelectBackward>)","tensor(806.5493, grad_fn=<SelectBackward>)","tensor(811.2220, grad_fn=<SelectBackward>)","tensor(814.8610, grad_fn=<SelectBackward>)","tensor(817.6964, grad_fn=<SelectBackward>)","tensor(819.9065, grad_fn=<SelectBackward>)","tensor(821.6300, grad_fn=<SelectBackward>)","tensor(822.9745, grad_fn=<SelectBackward>)","tensor(824.0236, grad_fn=<SelectBackward>)","tensor(824.8423, grad_fn=<SelectBackward>)","tensor(825.4815, grad_fn=<SelectBackward>)","tensor(825.9807, grad_fn=<SelectBackward>)","tensor(826.3705, grad_fn=<SelectBackward>)","tensor(826.6750, grad_fn=<SelectBackward>)","tensor(826.9129, grad_fn=<SelectBackward>)","tensor(827.0988, grad_fn=<SelectBackward>)","tensor(827.2439, grad_fn=<SelectBackward>)","tensor(827.3575, grad_fn=<SelectBackward>)"
50,"tensor(1294.9800, grad_fn=<SelectBackward>)","tensor(2481.4216, grad_fn=<SelectBackward>)","tensor(3163.4307, grad_fn=<SelectBackward>)","tensor(3757.4861, grad_fn=<SelectBackward>)","tensor(4196.7593, grad_fn=<SelectBackward>)","tensor(4542.3052, grad_fn=<SelectBackward>)","tensor(4807.8384, grad_fn=<SelectBackward>)","tensor(5013.9038, grad_fn=<SelectBackward>)","tensor(5173.3730, grad_fn=<SelectBackward>)","tensor(5297.0659, grad_fn=<SelectBackward>)","tensor(5393.0430, grad_fn=<SelectBackward>)","tensor(5467.5952, grad_fn=<SelectBackward>)","tensor(5525.5469, grad_fn=<SelectBackward>)","tensor(5570.6279, grad_fn=<SelectBackward>)","tensor(5605.7202, grad_fn=<SelectBackward>)","tensor(5633.0522, grad_fn=<SelectBackward>)","tensor(5654.3501, grad_fn=<SelectBackward>)","tensor(5670.9541, grad_fn=<SelectBackward>)","tensor(5683.9043, grad_fn=<SelectBackward>)","tensor(5694.0073, grad_fn=<SelectBackward>)","tensor(5701.8926, grad_fn=<SelectBackward>)","tensor(5708.0474, grad_fn=<SelectBackward>)","tensor(5712.8535, grad_fn=<SelectBackward>)","tensor(5716.6079, grad_fn=<SelectBackward>)","tensor(5719.5396, grad_fn=<SelectBackward>)","tensor(5721.8311, grad_fn=<SelectBackward>)","tensor(5723.6211, grad_fn=<SelectBackward>)","tensor(5725.0205, grad_fn=<SelectBackward>)","tensor(5726.1143, grad_fn=<SelectBackward>)","tensor(5726.9688, grad_fn=<SelectBackward>)"
51,"tensor(3691.9746, grad_fn=<SelectBackward>)","tensor(6645.7256, grad_fn=<SelectBackward>)","tensor(8848.3262, grad_fn=<SelectBackward>)","tensor(10573.3447, grad_fn=<SelectBackward>)","tensor(11883.9883, grad_fn=<SelectBackward>)","tensor(12900.8584, grad_fn=<SelectBackward>)","tensor(13684.0439, grad_fn=<SelectBackward>)","tensor(14291.5791, grad_fn=<SelectBackward>)","tensor(14762.2139, grad_fn=<SelectBackward>)","tensor(15127.7246, grad_fn=<SelectBackward>)","tensor(15411.6553, grad_fn=<SelectBackward>)","tensor(15632.4697, grad_fn=<SelectBackward>)","tensor(15804.2910, grad_fn=<SelectBackward>)","tensor(15938.0840, grad_fn=<SelectBackward>)","tensor(16042.3164, grad_fn=<SelectBackward>)","tensor(16123.5654, grad_fn=<SelectBackward>)","tensor(16186.9248, grad_fn=<SelectBackward>)","tensor(16236.3506, grad_fn=<SelectBackward>)","tensor(16274.9238, grad_fn=<SelectBackward>)","tensor(16305.0352, grad_fn=<SelectBackward>)","tensor(16328.5479, grad_fn=<SelectBackward>)","tensor(16346.9141, grad_fn=<SelectBackward>)","tensor(16361.2627, grad_fn=<SelectBackward>)","tensor(16372.4727, grad_fn=<SelectBackward>)","tensor(16381.2354, grad_fn=<SelectBackward>)","tensor(16388.0840, grad_fn=<SelectBackward>)","tensor(16393.4395, grad_fn=<SelectBackward>)","tensor(16397.6250, grad_fn=<SelectBackward>)","tensor(16400.8984, grad_fn=<SelectBackward>)","tensor(16403.4609, grad_fn=<SelectBackward>)"
52,"tensor(1393.1096, grad_fn=<SelectBackward>)","tensor(2559.8550, grad_fn=<SelectBackward>)","tensor(3449.9329, grad_fn=<SelectBackward>)","tensor(4153.3130, grad_fn=<SelectBackward>)","tensor(4695.3970, grad_fn=<SelectBackward>)","tensor(5114.6313, grad_fn=<SelectBackward>)","tensor(5439.9888, grad_fn=<SelectBackward>)","tensor(5692.3164, grad_fn=<SelectBackward>)","tensor(5888.5503, grad_fn=<SelectBackward>)","tensor(6041.1523, grad_fn=<SelectBackward>)","tensor(6159.9785, grad_fn=<SelectBackward>)","tensor(6252.5361, grad_fn=<SelectBackward>)","tensor(6324.6836, grad_fn=<SelectBackward>)","tensor(6380.9429, grad_fn=<SelectBackward>)","tensor(6424.8345, grad_fn=<SelectBackward>)","tensor(6459.0889, grad_fn=<SelectBackward>)","tensor(6485.8325, grad_fn=<SelectBackward>)","tensor(6506.7173, grad_fn=<SelectBackward>)","tensor(6523.0317, grad_fn=<SelectBackward>)","tensor(6535.7793, grad_fn=<SelectBackward>)","tensor(6545.7422, grad_fn=<SelectBackward>)","tensor(6553.5303, grad_fn=<SelectBackward>)","tensor(6559.6182, grad_fn=<SelectBackward>)","tensor(6564.3794, grad_fn=<SelectBackward>)","tensor(6568.1030, grad_fn=<SelectBackward>)","tensor(6571.0142, grad_fn=<SelectBackward>)","tensor(6573.2930, grad_fn=<SelectBackward>)","tensor(6575.0752, grad_fn=<SelectBackward>)","tensor(6576.4697, grad_fn=<SelectBackward>)","tensor(6577.5605, grad_fn=<SelectBackward>)"
53,"tensor(963.3930, grad_fn=<SelectBackward>)","tensor(1623.4028, grad_fn=<SelectBackward>)","tensor(2151.6846, grad_fn=<SelectBackward>)","tensor(2562.0308, grad_fn=<SelectBackward>)","tensor(2883.4482, grad_fn=<SelectBackward>)","tensor(3133.1431, grad_fn=<SelectBackward>)","tensor(3327.9966, grad_fn=<SelectBackward>)","tensor(3479.7776, grad_fn=<SelectBackward>)","tensor(3598.1970, grad_fn=<SelectBackward>)","tensor(3690.5786, grad_fn=<SelectBackward>)","tensor(3762.7000, grad_fn=<SelectBackward>)","tensor(3819.0178, grad_fn=<SelectBackward>)","tensor(3863.0139, grad_fn=<SelectBackward>)","tensor(3897.3936, grad_fn=<SelectBackward>)","tensor(3924.2664, grad_fn=<SelectBackward>)","tensor(3945.2761, grad_fn=<SelectBackward>)","tensor(3961.7056, grad_fn=<SelectBackward>)","tensor(3974.5557, grad_fn=<SelectBackward>)","tensor(3984.6082, grad_fn=<SelectBackward>)","tensor(3992.4727, grad_fn=<SelectBackward>)","tensor(3998.6265, grad_fn=<SelectBackward>)","tensor(4003.4424, grad_fn=<SelectBackward>)","tensor(4007.2109, grad_fn=<SelectBackward>)","tensor(4010.1614, grad_fn=<SelectBackward>)","tensor(4012.4705, grad_fn=<SelectBackward>)","tensor(4014.2778, grad_fn=<SelectBackward>)","tensor(4015.6934, grad_fn=<SelectBackward>)","tensor(4016.8015, grad_fn=<SelectBackward>)","tensor(4017.6685, grad_fn=<SelectBackward>)","tensor(4018.3481, grad_fn=<SelectBackward>)"
54,"tensor(309.2950, grad_fn=<SelectBackward>)","tensor(475.3208, grad_fn=<SelectBackward>)","tensor(618.7623, grad_fn=<SelectBackward>)","tensor(730.8627, grad_fn=<SelectBackward>)","tensor(818.9677, grad_fn=<SelectBackward>)","tensor(888.3427, grad_fn=<SelectBackward>)","tensor(942.4813, grad_fn=<SelectBackward>)","tensor(984.9550, grad_fn=<SelectBackward>)","tensor(1018.1556, grad_fn=<SelectBackward>)","tensor(1044.1670, grad_fn=<SelectBackward>)","tensor(1064.5259, grad_fn=<SelectBackward>)","tensor(1080.4736, grad_fn=<SelectBackward>)","tensor(1092.9640, grad_fn=<SelectBackward>)","tensor(1102.7493, grad_fn=<SelectBackward>)","tensor(1110.4156, grad_fn=<SelectBackward>)","tensor(1116.4224, grad_fn=<SelectBackward>)","tensor(1121.1292, grad_fn=<SelectBackward>)","tensor(1124.8174, grad_fn=<SelectBackward>)","tensor(1127.7074, grad_fn=<SelectBackward>)","tensor(1129.9722, grad_fn=<SelectBackward>)","tensor(1131.7469, grad_fn=<SelectBackward>)","tensor(1133.1376, grad_fn=<SelectBackward>)","tensor(1134.2275, grad_fn=<SelectBackward>)","tensor(1135.0815, grad_fn=<SelectBackward>)","tensor(1135.7507, grad_fn=<SelectBackward>)","tensor(1136.2751, grad_fn=<SelectBackward>)","tensor(1136.6862, grad_fn=<SelectBackward>)","tensor(1137.0082, grad_fn=<SelectBackward>)","tensor(1137.2605, grad_fn=<SelectBackward>)","tensor(1137.4581, grad_fn=<SelectBackward>)"
55,"tensor(87.5098, grad_fn=<SelectBackward>)","tensor(163.9141, grad_fn=<SelectBackward>)","tensor(211.1660, grad_fn=<SelectBackward>)","tensor(251.7703, grad_fn=<SelectBackward>)","tensor(283.8425, grad_fn=<SelectBackward>)","tensor(308.8802, grad_fn=<SelectBackward>)","tensor(328.6443, grad_fn=<SelectBackward>)","tensor(344.1100, grad_fn=<SelectBackward>)","tensor(356.2788, grad_fn=<SelectBackward>)","tensor(365.8288, grad_fn=<SelectBackward>)","tensor(373.3358, grad_fn=<SelectBackward>)","tensor(379.2327, grad_fn=<SelectBackward>)","tensor(383.8665, grad_fn=<SelectBackward>)","tensor(387.5069, grad_fn=<SelectBackward>)","tensor(390.3668, grad_fn=<SelectBackward>)","tensor(392.6131, grad_fn=<SelectBackward>)","tensor(394.3774, grad_fn=<SelectBackward>)","tensor(395.7628, grad_fn=<SelectBackward>)","tensor(396.8506, grad_fn=<SelectBackward>)","tensor(397.7046, grad_fn=<SelectBackward>)","tensor(398.3749, grad_fn=<SelectBackward>)","tensor(398.9011, grad_fn=<SelectBackward>)","tensor(399.3139, grad_fn=<SelectBackward>)","tensor(399.6379, grad_fn=<SelectBackward>)","tensor(399.8921, grad_fn=<SelectBackward>)","tensor(400.0914, grad_fn=<SelectBackward>)","tensor(400.2478, grad_fn=<SelectBackward>)","tensor(400.3705, grad_fn=<SelectBackward>)","tensor(400.4668, grad_fn=<SelectBackward>)","tensor(400.5422, grad_fn=<SelectBackward>)"
56,"tensor(269.2837, grad_fn=<SelectBackward>)","tensor(406.4922, grad_fn=<SelectBackward>)","tensor(501.6262, grad_fn=<SelectBackward>)","tensor(578.4641, grad_fn=<SelectBackward>)","tensor(636.7738, grad_fn=<SelectBackward>)","tensor(682.6359, grad_fn=<SelectBackward>)","tensor(718.4706, grad_fn=<SelectBackward>)","tensor(746.6729, grad_fn=<SelectBackward>)","tensor(768.8577, grad_fn=<SelectBackward>)","tensor(786.3348, grad_fn=<SelectBackward>)","tensor(800.1021, grad_fn=<SelectBackward>)","tensor(810.9484, grad_fn=<SelectBackward>)","tensor(819.4919, grad_fn=<SelectBackward>)","tensor(826.2200, grad_fn=<SelectBackward>)","tensor(831.5172, grad_fn=<SelectBackward>)","tensor(835.6865, grad_fn=<SelectBackward>)","tensor(838.9672, grad_fn=<SelectBackward>)","tensor(841.5478, grad_fn=<SelectBackward>)","tensor(843.5774, grad_fn=<SelectBackward>)","tensor(845.1730, grad_fn=<SelectBackward>)","tensor(846.4272, grad_fn=<SelectBackward>)","tensor(847.4129, grad_fn=<SelectBackward>)","tensor(848.1873, grad_fn=<SelectBackward>)","tensor(848.7955, grad_fn=<SelectBackward>)","tensor(849.2733, grad_fn=<SelectBackward>)","tensor(849.6484, grad_fn=<SelectBackward>)","tensor(849.9429, grad_fn=<SelectBackward>)","tensor(850.1741, grad_fn=<SelectBackward>)","tensor(850.3555, grad_fn=<SelectBackward>)","tensor(850.4979, grad_fn=<SelectBackward>)"
57,"tensor(447.3709, grad_fn=<SelectBackward>)","tensor(657.6849, grad_fn=<SelectBackward>)","tensor(782.7850, grad_fn=<SelectBackward>)","tensor(891.9103, grad_fn=<SelectBackward>)","tensor(970.3541, grad_fn=<SelectBackward>)","tensor(1034.5518, grad_fn=<SelectBackward>)","tensor(1084.1605, grad_fn=<SelectBackward>)","tensor(1123.7339, grad_fn=<SelectBackward>)","tensor(1154.8555, grad_fn=<SelectBackward>)","tensor(1179.5026, grad_fn=<SelectBackward>)","tensor(1198.9502, grad_fn=<SelectBackward>)","tensor(1214.3137, grad_fn=<SelectBackward>)","tensor(1226.4357, grad_fn=<SelectBackward>)","tensor(1235.9995, grad_fn=<SelectBackward>)","tensor(1243.5397, grad_fn=<SelectBackward>)","tensor(1249.4828, grad_fn=<SelectBackward>)","tensor(1254.1647, grad_fn=<SelectBackward>)","tensor(1257.8517, grad_fn=<SelectBackward>)","tensor(1260.7542, grad_fn=<SelectBackward>)","tensor(1263.0381, grad_fn=<SelectBackward>)","tensor(1264.8347, grad_fn=<SelectBackward>)","tensor(1266.2479, grad_fn=<SelectBackward>)","tensor(1267.3589, grad_fn=<SelectBackward>)","tensor(1268.2322, grad_fn=<SelectBackward>)","tensor(1268.9183, grad_fn=<SelectBackward>)","tensor(1269.4576, grad_fn=<SelectBackward>)","tensor(1269.8810, grad_fn=<SelectBackward>)","tensor(1270.2135, grad_fn=<SelectBackward>)","tensor(1270.4746, grad_fn=<SelectBackward>)","tensor(1270.6796, grad_fn=<SelectBackward>)"
58,"tensor(145.5959, grad_fn=<SelectBackward>)","tensor(146.5502, grad_fn=<SelectBackward>)","tensor(188.9054, grad_fn=<SelectBackward>)","tensor(208.7245, grad_fn=<SelectBackward>)","tensor(230.3989, grad_fn=<SelectBackward>)","tensor(245.8043, grad_fn=<SelectBackward>)","tensor(258.8618, grad_fn=<SelectBackward>)","tensor(268.9737, grad_fn=<SelectBackward>)","tensor(277.1049, grad_fn=<SelectBackward>)","tensor(283.5079, grad_fn=<SelectBackward>)","tensor(288.5891, grad_fn=<SelectBackward>)","tensor(292.5996, grad_fn=<SelectBackward>)","tensor(295.7691, grad_fn=<SelectBackward>)","tensor(298.2695, grad_fn=<SelectBackward>)","tensor(300.2418, grad_fn=<SelectBackward>)","tensor(301.7963, grad_fn=<SelectBackward>)","tensor(303.0212, grad_fn=<SelectBackward>)","tensor(303.9857, grad_fn=<SelectBackward>)","tensor(304.7450, grad_fn=<SelectBackward>)","tensor(305.3425, grad_fn=<SelectBackward>)","tensor(305.8126, grad_fn=<SelectBackward>)","tensor(306.1822, grad_fn=<SelectBackward>)","tensor(306.4728, grad_fn=<SelectBackward>)","tensor(306.7013, grad_fn=<SelectBackward>)","tensor(306.8808, grad_fn=<SelectBackward>)","tensor(307.0218, grad_fn=<SelectBackward>)","tensor(307.1325, grad_fn=<SelectBackward>)","tensor(307.2195, grad_fn=<SelectBackward>)","tensor(307.2878, grad_fn=<SelectBackward>)","tensor(307.3414, grad_fn=<SelectBackward>)"
59,"tensor(20.6170, grad_fn=<SelectBackward>)","tensor(27.0264, grad_fn=<SelectBackward>)","tensor(29.9384, grad_fn=<SelectBackward>)","tensor(33.6868, grad_fn=<SelectBackward>)","tensor(36.3261, grad_fn=<SelectBackward>)","tensor(38.6218, grad_fn=<SelectBackward>)","tensor(40.3820, grad_fn=<SelectBackward>)","tensor(41.7986, grad_fn=<SelectBackward>)","tensor(42.9067, grad_fn=<SelectBackward>)","tensor(43.7821, grad_fn=<SelectBackward>)","tensor(44.4689, grad_fn=<SelectBackward>)","tensor(45.0086, grad_fn=<SelectBackward>)","tensor(45.4319, grad_fn=<SelectBackward>)","tensor(45.7638, grad_fn=<SelectBackward>)","tensor(46.0238, grad_fn=<SelectBackward>)","tensor(46.2275, grad_fn=<SelectBackward>)","tensor(46.3870, grad_fn=<SelectBackward>)","tensor(46.5118, grad_fn=<SelectBackward>)","tensor(46.6094, grad_fn=<SelectBackward>)","tensor(46.6858, grad_fn=<SelectBackward>)","tensor(46.7456, grad_fn=<SelectBackward>)","tensor(46.7923, grad_fn=<SelectBackward>)","tensor(46.8289, grad_fn=<SelectBackward>)","tensor(46.8574, grad_fn=<SelectBackward>)","tensor(46.8798, grad_fn=<SelectBackward>)","tensor(46.8972, grad_fn=<SelectBackward>)","tensor(46.9109, grad_fn=<SelectBackward>)","tensor(46.9216, grad_fn=<SelectBackward>)","tensor(46.9299, grad_fn=<SelectBackward>)","tensor(46.9364, grad_fn=<SelectBackward>)"
60,"tensor(126.0520, grad_fn=<SelectBackward>)","tensor(153.5830, grad_fn=<SelectBackward>)","tensor(182.2914, grad_fn=<SelectBackward>)","tensor(202.6295, grad_fn=<SelectBackward>)","tensor(219.4507, grad_fn=<SelectBackward>)","tensor(232.4809, grad_fn=<SelectBackward>)","tensor(242.8253, grad_fn=<SelectBackward>)","tensor(250.9404, grad_fn=<SelectBackward>)","tensor(257.3289, grad_fn=<SelectBackward>)","tensor(262.3448, grad_fn=<SelectBackward>)","tensor(266.2830, grad_fn=<SelectBackward>)","tensor(269.3723, grad_fn=<SelectBackward>)","tensor(271.7945, grad_fn=<SelectBackward>)","tensor(273.6926, grad_fn=<SelectBackward>)","tensor(275.1794, grad_fn=<SelectBackward>)","tensor(276.3436, grad_fn=<SelectBackward>)","tensor(277.2549, grad_fn=<SelectBackward>)","tensor(277.9680, grad_fn=<SelectBackward>)","tensor(278.5260, grad_fn=<SelectBackward>)","tensor(278.9624, grad_fn=<SelectBackward>)","tensor(279.3037, grad_fn=<SelectBackward>)","tensor(279.5706, grad_fn=<SelectBackward>)","tensor(279.7793, grad_fn=<SelectBackward>)","tensor(279.9425, grad_fn=<SelectBackward>)","tensor(280.0701, grad_fn=<SelectBackward>)","tensor(280.1698, grad_fn=<SelectBackward>)","tensor(280.2477, grad_fn=<SelectBackward>)","tensor(280.3087, grad_fn=<SelectBackward>)","tensor(280.3563, grad_fn=<SelectBackward>)","tensor(280.3936, grad_fn=<SelectBackward>)"
61,"tensor(484.5660, grad_fn=<SelectBackward>)","tensor(730.2198, grad_fn=<SelectBackward>)","tensor(878.6329, grad_fn=<SelectBackward>)","tensor(992.1076, grad_fn=<SelectBackward>)","tensor(1073.2324, grad_fn=<SelectBackward>)","tensor(1136.0094, grad_fn=<SelectBackward>)","tensor(1184.0819, grad_fn=<SelectBackward>)","tensor(1221.5006, grad_fn=<SelectBackward>)","tensor(1250.6334, grad_fn=<SelectBackward>)","tensor(1273.3842, grad_fn=<SelectBackward>)","tensor(1291.1632, grad_fn=<SelectBackward>)","tensor(1305.0641, grad_fn=<SelectBackward>)","tensor(1315.9353, grad_fn=<SelectBackward>)","tensor(1324.4370, grad_fn=<SelectBackward>)","tensor(1331.0856, grad_fn=<SelectBackward>)","tensor(1336.2848, grad_fn=<SelectBackward>)","tensor(1340.3500, grad_fn=<SelectBackward>)","tensor(1343.5284, grad_fn=<SelectBackward>)","tensor(1346.0132, grad_fn=<SelectBackward>)","tensor(1347.9557, grad_fn=<SelectBackward>)","tensor(1349.4741, grad_fn=<SelectBackward>)","tensor(1350.6611, grad_fn=<SelectBackward>)","tensor(1351.5887, grad_fn=<SelectBackward>)","tensor(1352.3138, grad_fn=<SelectBackward>)","tensor(1352.8806, grad_fn=<SelectBackward>)","tensor(1353.3236, grad_fn=<SelectBackward>)","tensor(1353.6699, grad_fn=<SelectBackward>)","tensor(1353.9406, grad_fn=<SelectBackward>)","tensor(1354.1521, grad_fn=<SelectBackward>)","tensor(1354.3175, grad_fn=<SelectBackward>)"
62,"tensor(1877.9642, grad_fn=<SelectBackward>)","tensor(2562.8235, grad_fn=<SelectBackward>)","tensor(3266.9983, grad_fn=<SelectBackward>)","tensor(3698.4082, grad_fn=<SelectBackward>)","tensor(4043.4297, grad_fn=<SelectBackward>)","tensor(4296.3418, grad_fn=<SelectBackward>)","tensor(4492.7383, grad_fn=<SelectBackward>)","tensor(4643.4160, grad_fn=<SelectBackward>)","tensor(4760.4761, grad_fn=<SelectBackward>)","tensor(4851.3608, grad_fn=<SelectBackward>)","tensor(4922.1392, grad_fn=<SelectBackward>)","tensor(4977.2886, grad_fn=<SelectBackward>)","tensor(5020.3018, grad_fn=<SelectBackward>)","tensor(5053.8613, grad_fn=<SelectBackward>)","tensor(5080.0552, grad_fn=<SelectBackward>)","tensor(5100.5054, grad_fn=<SelectBackward>)","tensor(5116.4736, grad_fn=<SelectBackward>)","tensor(5128.9438, grad_fn=<SelectBackward>)","tensor(5138.6841, grad_fn=<SelectBackward>)","tensor(5146.2920, grad_fn=<SelectBackward>)","tensor(5152.2358, grad_fn=<SelectBackward>)","tensor(5156.8784, grad_fn=<SelectBackward>)","tensor(5160.5063, grad_fn=<SelectBackward>)","tensor(5163.3408, grad_fn=<SelectBackward>)","tensor(5165.5557, grad_fn=<SelectBackward>)","tensor(5167.2866, grad_fn=<SelectBackward>)","tensor(5168.6396, grad_fn=<SelectBackward>)","tensor(5169.6968, grad_fn=<SelectBackward>)","tensor(5170.5234, grad_fn=<SelectBackward>)","tensor(5171.1689, grad_fn=<SelectBackward>)"
63,"tensor(146.1249, grad_fn=<SelectBackward>)","tensor(192.5023, grad_fn=<SelectBackward>)","tensor(248.3660, grad_fn=<SelectBackward>)","tensor(285.8845, grad_fn=<SelectBackward>)","tensor(315.7479, grad_fn=<SelectBackward>)","tensor(338.2701, grad_fn=<SelectBackward>)","tensor(355.6758, grad_fn=<SelectBackward>)","tensor(369.0849, grad_fn=<SelectBackward>)","tensor(379.4686, grad_fn=<SelectBackward>)","tensor(387.5192, grad_fn=<SelectBackward>)","tensor(393.7726, grad_fn=<SelectBackward>)","tensor(398.6350, grad_fn=<SelectBackward>)","tensor(402.4194, grad_fn=<SelectBackward>)","tensor(405.3669, grad_fn=<SelectBackward>)","tensor(407.6638, grad_fn=<SelectBackward>)","tensor(409.4546, grad_fn=<SelectBackward>)","tensor(410.8513, grad_fn=<SelectBackward>)","tensor(411.9409, grad_fn=<SelectBackward>)","tensor(412.7913, grad_fn=<SelectBackward>)","tensor(413.4550, grad_fn=<SelectBackward>)","tensor(413.9733, grad_fn=<SelectBackward>)","tensor(414.3780, grad_fn=<SelectBackward>)","tensor(414.6940, grad_fn=<SelectBackward>)","tensor(414.9409, grad_fn=<SelectBackward>)","tensor(415.1338, grad_fn=<SelectBackward>)","tensor(415.2845, grad_fn=<SelectBackward>)","tensor(415.4022, grad_fn=<SelectBackward>)","tensor(415.4942, grad_fn=<SelectBackward>)","tensor(415.5661, grad_fn=<SelectBackward>)","tensor(415.6224, grad_fn=<SelectBackward>)"
